num_trees,max_depth,num_leaves,row_ratio,col_ratio,score
249,7,54,0.6105973744861696,0.40247433817518435,1.6373190011163885
482,7,168,0.6288779190251944,0.8400899376613014,1.5784924504628395
439,8,89,0.3414821108183571,0.5387863168365908,103.46814513536935
79,8,188,0.14468571451246687,0.7116035359509176,1.7033106479427271
344,3,129,0.26778924346145583,0.5363546478412924,1.6969741793701716
309,7,51,0.21649745958051664,0.6765139308332082,0.9768943711393959
38,6,54,0.8994868064119204,0.3293871776135635,429.92409846718556
92,2,181,0.5841638120123352,0.7264690922942163,2.3857268066916664
173,2,181,0.12887743885264374,0.6011562465957849,0.01962534227485549
345,9,73,0.5399594007475172,0.4348191996426183,1.0328851302882776
114,8,243,0.39233405788543396,0.4513602185329466,0.9670809352731174
264,4,142,0.5423176339940826,0.3169638636997197,439.328271815806
209,5,201,0.7303949112541496,0.34460172068663986,2.2267066036944825
153,9,247,0.25717793246394144,0.5528078958476252,0.008061998557602394
473,4,25,0.5091820219197213,0.7860526813211142,439.9466019245563
123,5,75,0.12439065631360756,0.8830110426584119,159.15236459628278
413,2,148,0.22856318522139146,0.4286132329571689,506.6146129110025
301,3,97,0.4109030725022247,0.8317293687118068,226.8889465924653
16,6,236,0.24094908637493967,0.3300452948426203,1.8333560046242678
260,6,48,0.2537907885025651,0.728798455123406,422.98888222313656
327,7,172,0.30113398575526934,0.3595752355098633,420.2132083923868
252,4,35,0.5049998362744051,0.7817429075226685,436.723362412842
415,6,118,0.6983146867162151,0.6387181092875583,428.15395725713336
236,3,98,0.6903569865598241,0.5320121219867447,0.01754560066919186
168,9,216,0.2941917390459068,0.48448871846832364,0.9565458902399856
488,7,8,0.35180071819369785,0.6303295151542461,458.7843341078468
446,6,153,0.20581459382942174,0.5289436195368905,143.1433718466423
144,3,44,0.6446056133936061,0.8731185817091418,2.3196482700727863
112,8,81,0.36303570128467477,0.4670031848900591,146.28756092776706
316,8,64,0.28405673225833994,0.7147453329841599,116.84603363854646
319,6,253,0.48852128603731027,0.7738074856518653,425.8663837835068
312,5,164,0.5842872046354003,0.4572608085459773,209.3831064646265
179,8,47,0.44835992831767424,0.4598177979425935,1.010586143138701
396,8,222,0.551687578237488,0.5393016002782294,0.9367973174085972
149,4,161,0.8471172764349937,0.5014594238011367,442.608071651709
370,5,116,0.5177986579283962,0.8468330947448877,0.008597715229397127
365,6,58,0.6782281661136615,0.37108530631353587,424.34149565208116
169,4,245,0.8778390032322649,0.7374688346935034,1.269362338449196
157,5,90,0.18329652568350777,0.41079470919790795,1.330322482232971
200,4,249,0.2803613954558073,0.7414845747149086,193.6984690429112
117,8,254,0.33097298506221323,0.8612106861564155,419.3274526883655
310,3,49,0.7076895996716794,0.6060582570002621,1.5927894636898592
98,9,165,0.900794138925725,0.6143212932057367,0.007068429168492615
296,5,158,0.3204398486898731,0.3160678255723544,1.7621154503315377
50,6,71,0.702223229418759,0.4503292727938035,1.0706392379620693
310,9,26,0.1841353664865809,0.5051112974840678,1.7934911187511555
343,7,128,0.3078512477354748,0.3792798185881739,154.20727929433318
72,2,218,0.31778093809843533,0.3443484815091042,0.021296688766144264
119,7,228,0.5995998028772468,0.777671796174304,76.56594305069643
156,6,92,0.5787759102850816,0.31340526081714787,426.14103281929584
212,4,57,0.5636247156220229,0.5515221758792297,2.0870191824572304
339,7,176,0.11050763955611968,0.6595292291621211,429.348834762714
198,4,75,0.6836646332201932,0.6189179144306447,441.85858933965284
96,2,27,0.40490492692231517,0.8962473220328926,351.44327240962895
484,2,110,0.8336438173106602,0.5764842224991311,2.831173904327633
328,6,210,0.12572974550374044,0.8363334225056667,0.007644058545698049
82,6,23,0.617899594098619,0.8156533600658018,1.1522276339703317
412,6,84,0.15814686118842292,0.8367759715069394,1.012190222990656
420,2,208,0.32363343807864153,0.8494700887339766,2.3577671940383964
224,9,96,0.3630209399381066,0.5165800003008347,1.568155483047256
170,8,182,0.2917483969726188,0.465598322780272,0.010233210387043303
243,7,67,0.5820639345540083,0.49480169415559666,0.9854933444816855
340,4,12,0.6213483158637959,0.7382773630674991,2.0994813853844554
308,2,187,0.8222509460913301,0.8250337681511606,2.849659225996213
443,5,162,0.5142855176697065,0.7662244554886071,119.9772046739002
123,2,49,0.7266687378759024,0.8711212163951789,506.6519783423827
359,6,110,0.8637202865964607,0.8032461815297929,425.23999146007463
377,2,112,0.2226887938885404,0.5047485974966144,0.020328958970086068
75,9,19,0.11616460590808499,0.7316537085780583,0.008667176550938944
152,8,169,0.8626487416266716,0.3171996235866356,0.013319797498434182
294,2,155,0.4025853419290152,0.3224791161985183,509.1250059200805
426,2,171,0.8630967856593899,0.45305748210335484,2.817466737559937
32,9,50,0.16352733495606075,0.32968830302253305,1.5478169244864488
167,6,102,0.48860388974630065,0.5912775306338338,120.23805177168956
61,2,170,0.81828167207309,0.7106267702523575,353.3298101563583
358,4,175,0.42458564229438644,0.7647187007298549,2.0204910409760255
463,9,91,0.28474016649700373,0.6952363973671392,421.0066970382185
393,6,8,0.4418655297083369,0.7711565780125827,243.1043529131126
434,5,112,0.9057608627555533,0.4286540021303472,1.3043176601165325
261,5,209,0.3168977781149783,0.7407341129517564,1.8129529224120304
57,6,149,0.5916105086313382,0.4503235720787547,427.0659437009188
455,7,207,0.16283512155665356,0.6270012051045654,0.008305890825595748
223,4,230,0.2756776570637331,0.699756483138693,1.222364165791992
47,5,63,0.8804352026148905,0.4750596229184353,212.59351656649284
60,6,110,0.17535605637761306,0.8335359277175984,437.29050218495314
87,7,68,0.2550798932500727,0.44493950182427944,167.5496583299307
192,5,250,0.5731474822263987,0.5562257806672268,0.012435605262854973
202,4,72,0.22605057861167707,0.5312908726162549,1.3277204281561825
374,7,152,0.8787310842908436,0.6910000216354784,426.28064580345324
57,5,65,0.5835830039288598,0.6491162991239661,431.6955881239992
304,3,29,0.3133543932668751,0.43724649853767744,2.3744296451300935
410,4,158,0.5077788645770162,0.6779663381546602,189.38718099735016
441,8,220,0.8788360776732833,0.8202116431535951,1.5193105813794536
133,3,78,0.3777769969133513,0.6225181859066189,1.5727604816828498
28,7,107,0.5926805411668254,0.38503459056089023,0.012640412205915103
433,3,67,0.9332373777139381,0.6199761027774766,0.016706018361444835
348,7,201,0.22390163216680614,0.8067311713774736,423.1223440438906
409,5,89,0.6796391581938648,0.5706229075542213,429.32374789868663
108,7,50,0.6505328061046812,0.6776214060459202,0.9914577026831092
391,5,44,0.6044284508813346,0.7292190267999431,147.956996170054
457,2,114,0.23111445933388766,0.7981492169272706,336.7508411470718
386,8,153,0.509555778688024,0.8481408394260499,425.690390842445
368,6,200,0.7242086175555835,0.4722147168959765,171.0395932257596
187,7,53,0.6831259442108605,0.7725698030473456,85.94302592987346
107,9,238,0.40556184268883155,0.6553107378773189,0.006952799556863533
442,5,139,0.7300309419560663,0.8114995831296756,115.02289300490274
341,7,138,0.3505896145226769,0.4357036375381982,1.6271636000608687
407,3,188,0.728669760111299,0.7404962483521944,2.3221474015478543
25,9,73,0.8375581652647563,0.7619664465850045,0.006661354331168458
23,2,206,0.11651016081301814,0.5008099620191709,2.6562771656360074
281,2,48,0.3673218312821659,0.3465102647877224,3.115648740074943
235,2,72,0.6885861634091094,0.8178290901207113,2.541896074163619
43,2,220,0.13803891413360642,0.4922327524865576,514.0351382130336
298,3,16,0.3891301904129366,0.3948584942125043,290.40376984660196
489,3,210,0.43298125753569205,0.8637235621371033,0.01361531080924194
30,7,136,0.546057105375206,0.8908119872280647,0.9814252709751601
467,4,190,0.34182590044431815,0.576441806051395,0.014139631188920029
406,2,152,0.13251988584819083,0.35615083902862193,3.0975750334792074
388,2,96,0.4488441565933543,0.3552735658302795,0.021325084918145432
111,5,28,0.7063616855852352,0.6363389704804421,153.04226853895605
104,4,90,0.35386850184994645,0.7077117735673366,0.012193899552750739
233,3,41,0.8690292794248397,0.7227460849918809,0.015333447759586828
22,5,231,0.7543142137916561,0.6721270469729543,1.1102605872306328
322,9,187,0.6589538977945699,0.7943014846741725,0.006378592541816133
146,7,23,0.10157336964252241,0.3667558809811482,435.78946687339385
498,8,210,0.5628150737948805,0.32500130811373984,1.2450295139509702
447,5,75,0.5344260255289186,0.7725992720161224,119.58153564775373
14,9,218,0.44477799667387174,0.31591376941046373,1.8446043383346264
246,8,26,0.25583867285929995,0.5623496003274453,1.7969848516978786
437,4,57,0.7818585731935753,0.7271546860543201,2.0339786396696247
132,4,77,0.8812830120200029,0.4903216310877303,245.3353826835956
387,3,89,0.36804717128603925,0.49440672991863266,0.018336550336208342
258,5,24,0.4180350128644127,0.33677311179487585,433.44444465136604
12,4,95,0.8712243322020715,0.4916297365839658,2.2139039552202555
119,4,84,0.5798543881502313,0.4875855598926865,1.3349693569217256
322,2,163,0.76205656522464,0.6647322782648479,2.4039806905823915
126,6,138,0.2682220037050794,0.7072750311011061,133.68544515254902
488,3,209,0.6462137857429887,0.44577830680100294,2.3950304511756775
147,5,14,0.6147614745787354,0.7356244993300673,2.0163167771085933
173,8,160,0.47938585501092856,0.30565754757716634,425.4262980207615
57,2,72,0.1882508596859348,0.30055834097133344,3.1394325192165704
29,6,53,0.45494650124756053,0.6475418672653602,130.30034599410106
429,7,99,0.7500790979538641,0.3047137401941092,1.3361181428568394
31,2,208,0.18315199101658464,0.7907801398733344,0.01846719611898148
151,2,32,0.3670050923013368,0.4521019443850266,2.549489712786972
424,2,100,0.5687586940971088,0.349065592160319,357.1777927451779
70,7,16,0.6367819317776136,0.38824320669058104,1.4458356127550342
370,2,110,0.23831339238163854,0.31764165906525427,504.8554579024165
321,3,149,0.21018925409068945,0.4805107289124076,1.71053397648095
57,5,215,0.6867838042377729,0.8370515621319816,1.10271356457315
55,8,179,0.1959640648748181,0.5520876439363238,1.0539100449196706
207,7,164,0.5385127533799635,0.8719210130466593,0.9398863548566545
96,5,58,0.7090445727160081,0.5023866848066895,147.30515208404555
409,2,228,0.5708616961026507,0.6147401342242762,2.353831195201381
410,2,25,0.895993311304193,0.49921348814554484,362.52327041990054
427,7,140,0.9484017550122925,0.5238808460978612,0.009728211838987788
165,9,158,0.2379421514567995,0.8532069569683218,0.9478232623880871
247,4,63,0.8692709051029336,0.6958476856555547,439.12342515903526
125,2,183,0.7118446879864427,0.8195807253926854,379.0445111099615
62,3,68,0.27328989442754825,0.384442810252451,2.7230419865405606
113,3,198,0.8949026625939628,0.5064949088776665,462.91917372774003
182,9,219,0.24681786769834463,0.6984670564255333,424.216040475908
395,7,175,0.2483425796503762,0.3595118402041745,1.9523369064508547
258,9,103,0.7866957254329715,0.8301639316841252,429.1788383185577
442,5,58,0.4725285766382221,0.48783147530958193,208.7296600887693
91,3,189,0.4716771520095191,0.8162612959032431,0.014108258174873637
399,8,36,0.6530949880781954,0.8077007834100893,1.0459783280653077
28,7,167,0.22910307786167897,0.3673996624486654,0.013748643895441032
150,2,25,0.2426866205237941,0.4584384222700281,2.5696057515490365
10,5,141,0.6030227970963353,0.5186807856401623,448.5256905937367
168,7,247,0.22372901448721566,0.6358836374192399,0.008201041536795938
191,8,214,0.6850815250672689,0.46813308178072377,426.49724052524664
290,4,153,0.28513476021488326,0.5578901894051576,0.014703836379158694
263,7,169,0.130574318396552,0.8029978635265107,136.82103403955824
307,6,184,0.3103000452277004,0.47425514006889713,0.011947172192530987
80,2,77,0.23227346829853832,0.785148464163367,0.0186073751119521
395,5,179,0.7294502030412412,0.8319554609073745,1.0863863946960386
386,2,197,0.9272187320402103,0.820605534054053,505.8357129138133
382,7,127,0.45149783703469937,0.5423970638281992,1.6189231294427464
167,7,54,0.810068341158462,0.4234586616579597,0.011733945112609334
265,7,197,0.25088118092855,0.688112838474278,122.0689619915109
270,4,249,0.9088755502582635,0.7256880718103358,2.044186144934967
440,7,225,0.9011536860922337,0.6819478613406207,0.9385182068947087
137,4,253,0.5689934761585872,0.4887529270824239,438.8378861560883
224,8,27,0.5179884638222296,0.33393778226885756,0.014671840751900348
122,9,214,0.1509656836228937,0.6907130989145376,0.9940470466494169
465,6,20,0.7888628682007827,0.5145399954632017,439.6110606606541
250,6,22,0.8405696323611103,0.44591479802188677,1.8675843263514356
110,6,169,0.6763737076157734,0.394785136866041,2.0196645816218464
482,2,141,0.5336901730382715,0.7714913738102143,0.018845116861442808
184,6,255,0.533850983059806,0.3948584219266359,2.016163527025976
349,9,70,0.13200365365005162,0.3187720935134541,175.62185137963053
113,8,174,0.6479279120971525,0.6639759044623079,1.5338189237416613
104,7,33,0.2524805691118055,0.576274900639054,425.48976924073384
320,6,59,0.7077403681807601,0.645715383889825,0.9929206080407689
352,4,54,0.3503725328408882,0.7192919673095353,2.0106238572815402
55,3,153,0.9128105152242357,0.41069143487724324,474.133494555403
116,9,250,0.66622052224101,0.8463516306784977,0.006315805460958166
113,7,223,0.13131570614015692,0.4192652183773604,431.3747656230853
479,9,216,0.5359225162251819,0.40996679130731717,1.5043625260387041
100,6,237,0.3037406222822179,0.8187517467045367,1.0025980286638068
476,8,237,0.27990355402428124,0.7102983377516345,0.007008946196707921
337,8,150,0.48309917348004705,0.7729339303928839,1.5339869903452645
430,7,91,0.6277607276942219,0.5138031731763113,1.6036102976107458
430,2,93,0.7814523497570418,0.8362890773422418,2.8383578031177126
229,6,130,0.4342660238486348,0.8060154561388782,0.9855164689296974
27,9,233,0.24134581221689727,0.7627122134619255,0.006713140689748121
225,7,251,0.3175467972082635,0.7952204716038802,0.006995954873671049
142,3,92,0.8748931736221848,0.48153200001906526,0.018447327483284846
297,8,169,0.44953477109173967,0.6830233452618844,424.5112931532959
19,9,48,0.37028296446212383,0.3039322299058817,427.7107175049392
73,3,8,0.2369551773214984,0.6060943583582833,468.5437022725033
393,3,253,0.6801790767275419,0.5282826569447203,246.75256964821682
485,8,189,0.8461701512648794,0.7513129775638563,1.50998937572738
119,5,41,0.1355264653697846,0.5655568340790573,434.5322770334766
309,8,121,0.3148199604442652,0.4666505660839893,422.6034519404358
307,6,52,0.906366962014637,0.4315908892327237,1.1477426206415422
11,2,79,0.3293914280471117,0.5232353333281071,2.8767979766498857
193,2,249,0.5380536589868122,0.5856502871751628,504.1586091153448
423,8,208,0.4523769197609592,0.3617235334631461,1.0063002378214931
444,7,35,0.6851956052812544,0.7369827518479277,126.25805369842735
428,9,142,0.8004414379646505,0.48735914996915175,429.68787934602017
456,4,92,0.7099862719725585,0.35019584859491576,0.018269147502457034
237,5,115,0.5826776590587811,0.6823747528170678,1.8212355349049614
348,4,167,0.6117110099935661,0.6275188344389337,2.0309814268343667
439,9,19,0.18354631695641965,0.8084503902570597,0.008152542357305382
169,6,64,0.37191640003282844,0.4542384277915852,423.261696939311
23,6,230,0.6935707370895682,0.721099340033572,118.53200869550851
362,5,137,0.56217434062477,0.5630255051311929,0.011804509993115846
298,7,154,0.2890798543936801,0.5239960316538136,0.9932124943925054
344,3,111,0.7382724878455469,0.41943984555863084,2.4065587469775673
330,4,242,0.8782325961485522,0.6262189096689718,1.2604983986317557
84,3,32,0.7608966421334326,0.3534979292658042,2.0637266936760392
404,8,96,0.33662387876182975,0.7368643046470195,103.35555362979883
471,2,242,0.5952365435645026,0.8481192933867265,2.8193217556493386
319,7,118,0.6740592638983721,0.6098878141044288,0.008306473626447264
374,2,167,0.67465811403811,0.775809675232695,506.41926563080625
313,4,68,0.15083860057499976,0.8844689406141977,440.937673270704
297,9,19,0.20598023464059484,0.3355803715101059,0.015491878239609486
433,3,113,0.9166077595489058,0.37327036200544883,2.085467320384386
164,8,183,0.1167999242593378,0.8436358664040184,1.736444743827585
447,2,178,0.7104680006342556,0.8372199167589038,0.018557668272761528
37,8,224,0.3632998261778684,0.6080996180622552,0.007674293650428083
439,9,113,0.6005962482256293,0.867584545239755,1.5012344693132698
239,9,82,0.9415292907663753,0.8359876298976903,429.47737315693905
484,8,87,0.856742279741357,0.464818585870411,126.29769367112056
371,8,37,0.8816681437184402,0.33492110777819284,1.1351239695461883
317,2,66,0.7539142739141327,0.5962672360805431,2.8243568913877213
245,7,180,0.245581749453627,0.4144210939801967,0.011992169896864987
184,5,255,0.2028744465614676,0.8298262635669642,1.0628879274678877
482,6,68,0.9446055723369736,0.6891038176981383,427.3313475983613
471,2,14,0.14917551931346515,0.46013724579055815,2.4793207214090605
209,4,94,0.15109191357075163,0.3207156609372924,0.01887741331515898
298,4,9,0.8593656024340687,0.5560366037675276,2.2684522497413155
124,6,222,0.5329031897359433,0.8361624367526819,427.13480670481215
449,2,176,0.33078595800015304,0.8828772576884316,0.018028210916139577
289,9,182,0.6556025260822661,0.6914836939921643,425.88110427410686
330,3,136,0.5818234031366949,0.6821969079756841,461.6048277432363
487,9,171,0.2996282029416778,0.7414389910039838,0.006591166422238235
230,4,207,0.6897379544798208,0.38073572039161996,248.77802668301086
360,3,88,0.7380946222915743,0.8836451729765593,0.013530463800149401
497,2,203,0.17743055463047905,0.42460674652920516,0.02084071329848348
92,6,14,0.10179127032213778,0.3753309969826568,1.5208270791743488
297,5,81,0.3724781530736532,0.5489296300136819,0.012439489148923507
388,6,39,0.1766534769285354,0.6421199137312,0.009266910406639019
357,5,180,0.46866019148883276,0.7787875804222173,119.55232549207842
415,5,18,0.8674641721014187,0.6113056965427525,1.1907856616622543
188,6,181,0.3043244759640227,0.7930116316278768,1.6891588011460434
106,4,250,0.8608138156487614,0.6322496866612312,446.1233250475905
129,5,113,0.38487274924118886,0.3276651409858201,1.767234360044392
214,8,211,0.42585180829006775,0.5118769525908294,1.5662862955875645
451,2,181,0.14121210196630243,0.5368124811488476,326.840102216519
390,2,52,0.3114536139798382,0.5427687397824987,506.6500823952009
411,4,11,0.9021538060634791,0.8950551919965481,201.9086365530495
123,7,227,0.33315768926586153,0.4524185844289579,424.4467823478898
209,4,67,0.38938436529699283,0.5957545484704007,0.01352366812445232
230,3,84,0.717583716650347,0.6203928844747157,1.5697953409001317
471,7,56,0.4335598932946104,0.6063808587295255,0.9610541859805973
112,2,138,0.31345571641638287,0.4088573384054066,2.7967601964291258
370,2,58,0.89831675939367,0.8015061985132861,378.83437365115736
294,8,77,0.8086815343522393,0.33213752644373046,0.013229882172565582
47,4,174,0.5129594645613382,0.8823292690031552,1.2674584611433772
442,7,33,0.7837561215248702,0.6146924603189734,1.0508720598667591
309,6,17,0.8666614365086928,0.8808090201779519,0.008369397260884898
296,2,80,0.2458891657306122,0.5561520414418022,2.2778635539180714
270,4,72,0.7588894273148022,0.7098763272378922,1.262402926637581
382,7,232,0.843711074382466,0.8783356980544306,0.9443634759413493
312,2,251,0.4456963729665845,0.5271512768351803,502.68131624047135
481,8,15,0.8159695871762727,0.716094441998147,2.0054764649177046
425,4,154,0.4820574902090319,0.5469151700205315,1.320873201125776
491,2,79,0.6003286877179254,0.5162575445512222,2.571530512739809
95,6,235,0.394137022314367,0.6371198453141247,127.32655981898502
395,3,240,0.18641519522848576,0.8761281803818459,224.32029437095972
245,6,76,0.6379945950187526,0.4758825164075736,1.0336001205329848
215,2,23,0.43760373973234334,0.6295623483771143,501.144160945734
479,5,81,0.8861709669821111,0.6849052401359369,143.6697242493221
272,5,139,0.9127665485606903,0.6979118975386309,144.96485694718552
48,9,49,0.4106358587325223,0.8999430073296759,424.6235470011658
288,8,59,0.45910511995041947,0.798428776741233,1.5869270335572259
478,8,207,0.4872597213797789,0.3922453354100125,1.8048137440114407
239,7,183,0.7682728645581804,0.8418945948441032,425.68463822481937
369,5,56,0.6395473260847256,0.48722694162352864,1.8621483094163966
385,3,75,0.16298492947781001,0.44994272928570683,1.6835510236304618
186,3,231,0.5316288893186959,0.4644655281651673,2.3885145389218283
114,8,234,0.5595806890421118,0.7883136079084434,70.74475649456811
255,6,120,0.4566769681574818,0.7009316817271487,0.008436088520350679
188,7,182,0.6101841398826705,0.5224705006834942,0.9723541878737489
436,3,176,0.9256047425201842,0.8076161378831277,235.95613480825128
415,2,128,0.6671113466223049,0.42573439648835776,361.01315783948246
342,2,210,0.8262728396233717,0.7369180633286734,0.019051589542415773
349,5,39,0.550747020300371,0.6757533472019999,0.010341735060290519
475,4,136,0.43273480258950503,0.3580201437139689,245.22765322147592
399,7,12,0.29141710769482465,0.7301008247977397,203.03722397387486
148,2,203,0.2705697808553712,0.3985050579034709,3.1363148342288114
64,9,160,0.3417648704728905,0.3422318186189707,427.7064438393983
306,5,234,0.9359622562360944,0.8693999660809044,430.6653339216922
462,2,197,0.4851601115845785,0.7797543557854473,2.4481789867617265
251,4,86,0.66790730431841,0.3267443206591552,2.179197947512763
368,9,225,0.7629156065926072,0.830854526889663,0.9044591391744905
204,3,197,0.697049811866137,0.5969594195371218,1.6068837191290526
36,8,246,0.2687309617627206,0.44258633346666953,0.01047424840703871
345,8,230,0.2926274521414529,0.3551076743734342,1.852342295406259
18,6,63,0.7881648255252597,0.646689243112711,444.15370562540136
497,3,192,0.7891583329211,0.3754658799119054,2.7554746092484934
361,8,250,0.5616439784987701,0.35107246208088005,0.012245515243834063
485,8,213,0.47937256699526265,0.8018956386022851,0.006594159962666072
255,8,26,0.5743285384182321,0.7289768179706826,0.007834900475445676
18,2,251,0.6955547368622473,0.40423940722440754,3.3339567150293496
206,7,232,0.6182104168784814,0.7166551807604391,91.58581874538274
175,7,129,0.26787025552936883,0.7079091320538896,119.20033981820629
385,2,101,0.4860620017195547,0.5802836133394151,343.8919627687559
286,9,114,0.7235468242820491,0.3530384567220473,1.738305121739284
236,6,24,0.5576273895646753,0.8071961294196215,1.8316061187522856
106,7,227,0.2018362142400892,0.6660664443485521,1.6772941065765856
294,9,42,0.7047307745837516,0.7798414218946642,94.65534593443837
105,2,228,0.2319344972007929,0.468897078922721,0.02057126501593797
322,3,18,0.11201364659690916,0.8761734216001045,463.02468294415695
119,4,60,0.4312589392032323,0.3291155347840267,2.141402442769076
70,6,230,0.799956442390201,0.42330866601800865,1.7316905916426297
194,6,29,0.8158602162388442,0.39441109484688164,1.2387371868972932
146,4,52,0.7854787660342474,0.6148088638203075,0.013813190795245987
134,3,86,0.169975637686331,0.5208145166734308,2.387645650920034
78,8,157,0.4901012621993952,0.4796213180754947,429.23316147157703
351,3,163,0.41311060937686206,0.6176957307521928,460.6318647734262
97,5,226,0.15623920265987248,0.4525608276010883,1.9061652522671024
93,7,29,0.8100305255491603,0.8562568084771631,433.8662810695443
345,4,110,0.22687729564727738,0.5492632316595527,193.01422232528157
149,3,140,0.34236097995368875,0.5445567905085095,458.15532680742206
123,3,110,0.5731905240786223,0.8987745307390194,0.013437671902237765
110,3,54,0.4493419209991629,0.42906983457109715,463.7298270239806
19,5,37,0.7819072548834234,0.3945752854061141,2.270928421493688
254,8,198,0.8312420854796837,0.8252511755961871,1.5137192503305872
156,2,76,0.13839622351481312,0.4196918473893364,342.9037026921015
405,9,78,0.23187567340216786,0.5617016583405401,1.6183447567276423
173,9,82,0.6509288217646843,0.7341001316831102,1.54111866427608
49,8,186,0.6323358222260002,0.5090790198253949,77.477323331084
95,9,114,0.1646407173919498,0.5361402730557641,135.904850523496
374,3,229,0.5379405651382922,0.3374444468447228,0.020233736621631523
43,5,175,0.364970797228074,0.41319455240809755,1.3534119183589364
291,4,63,0.6687597595960058,0.8791843794612826,2.0436380048829403
320,4,69,0.5222136030806358,0.8352888083819894,162.06608534671557
101,5,40,0.15781587264932667,0.8597398504999123,1.0756311951607853
181,7,199,0.423280617635301,0.8527282438177877,0.9380325553916433
76,2,174,0.411105424383145,0.3952369249036696,3.0959727080575603
499,7,28,0.8771632206153904,0.860473888344802,117.00210284948582
176,5,166,0.4980165822960986,0.5111254825012321,427.175671753952
188,4,8,0.3681147946145674,0.46993509918137466,2.2920485238791835
281,9,73,0.21961253894230326,0.712224986626599,0.006921260438311728
71,2,26,0.8173991125658685,0.7108329405099356,512.1657313377175
477,2,207,0.8817068170486003,0.767151885925049,378.6414599029721
221,3,180,0.8128751778635986,0.6692311149333968,2.3230728679322907
329,3,245,0.7497570065333802,0.6556593843300661,0.016472879133488688
326,3,227,0.6602795009294661,0.3284779042811082,0.02020446855507358
43,4,223,0.6735496029738788,0.5809909456067842,193.00505708165306
72,7,44,0.7799007809317463,0.5345606984013205,1.6776939940782185
257,4,127,0.5453706329690013,0.6402264892070713,0.013096710263368432
37,5,20,0.8630111906357,0.8394579932982469,432.5597902577016
141,4,226,0.638465820084995,0.3364448154561271,2.4634270223754444
363,6,216,0.4238899449809763,0.6489669574223829,0.9891083851325974
435,4,131,0.5917222258002346,0.4422616548215226,1.5896976458141856
172,9,42,0.4245413285879217,0.356936214922325,177.52426325450276
387,9,132,0.638270861215867,0.6707111922519744,427.8978454751762
343,7,132,0.47425874000077717,0.7083625777087357,0.0075139654214123495
298,2,68,0.2545166036287869,0.3871382783771439,3.020734968578469
