num_samples,num_features,label_max,label_min,label_mean,label_std,corr_mean,corr_max,corr_min,data_name,h1,h2,h3,h4,max_iter,random_state,score
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,3,0,0,100,2021,1.885001625042225
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,6,6,0,1000,2020,1.559546737148605
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,8,5,9,200,2020,1.6072891890020506
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,0,0,0,200,2022,1.7151196787037748
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,5,9,3,1000,2022,1.5564532320447124
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,5,5,2,2000,2021,1.5795034463306086
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,0,0,0,2000,2020,1.5694251047403434
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,7,1,6,2000,2021,1.6908804999119074
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,1,9,6,200,2021,1.692813795387594
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,3,4,3,200,2022,6.969458294445152
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,4,3,4,1000,2021,1.53493618953715
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,2,4,8,2000,2021,1.5409753436944686
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,4,3,0,200,2022,7.7118191410704755
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,9,0,0,100,2021,1.7442121359312932
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,3,3,9,1000,2020,1.5311261797195868
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,3,6,9,100,2020,1.8184065519230086
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,1,3,3,1000,2021,2.3607548648922583
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,5,1,8,1000,2020,2.360692968458296
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,3,8,5,200,2022,1.83637737497243
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,2,6,4,2000,2021,1.6053707580821688
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,0,0,0,2000,2021,1.5723251689125832
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,4,5,3,2000,2020,1.571371354136861
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,7,0,0,100,2021,2.1190744197215308
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,1,8,4,2000,2021,1.588658419593915
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,8,1,0,200,2022,6.018773024789794
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,3,3,8,100,2020,2.357171305164522
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,8,7,8,100,2021,1.5520374378021409
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,0,0,0,100,2021,2.3718485582976307
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,2,1,7,1000,2022,2.3608091443661983
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,8,8,3,200,2020,1.5189482841472721
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,7,0,0,200,2020,1.5919572021923782
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,8,9,8,100,2021,1.6271600430560533
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,7,8,5,200,2021,1.499821055808941
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,2,7,0,2000,2022,1.583862737602221
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,0,0,0,100,2020,1.7934628350582238
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,7,0,0,100,2021,2.1190744197215308
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,4,9,6,200,2020,1.5744567980215682
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,5,2,8,100,2021,1.4889004819397977
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,1,9,8,2000,2021,2.360771590322021
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,2,8,5,100,2022,2.3607152535965086
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,6,0,0,200,2022,1.5517446057272442
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,7,0,0,2000,2021,1.5781391809658099
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,9,3,8,1000,2022,1.4994164304496398
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,5,5,6,100,2020,1.5782126192755697
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,0,0,0,2000,2021,1.5681691024229745
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,4,0,0,2000,2022,1.4920499605763395
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,8,3,4,2000,2021,2.360609429997809
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,1,1,2,100,2022,9.644425674482154
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,9,4,1,2000,2020,1.5582877159018502
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,6,8,3,1000,2022,1.6230650128058155
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,4,8,9,200,2021,1.5134926976889147
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,3,8,8,2000,2020,1.4746747130670899
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,6,4,3,200,2020,1.6080575407391393
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,7,0,0,200,2021,1.5616580080279834
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,9,4,4,200,2022,1.5410057198409948
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,1,5,8,2000,2021,2.3607066642000425
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,8,5,9,100,2022,1.5381030882721707
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,5,6,9,1000,2022,1.4895019758305026
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,8,0,0,1000,2021,1.5081695378237858
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,1,7,7,200,2021,1.582896842280665
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,6,9,2,100,2020,1.629620610000518
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,3,7,8,2000,2021,1.5079964422051115
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,9,9,1,2000,2020,2.3606408346093355
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,1,2,3,2000,2021,1.4970489837339447
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,3,2,3,2000,2021,1.535948317410647
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,7,7,6,2000,2022,1.54143120861239
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,9,7,9,100,2021,1.581135892820536
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,7,2,2,200,2021,6.271286784467449
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,0,0,0,1000,2020,1.5728039454325655
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,4,7,6,100,2022,1.5660078269944535
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,5,7,9,200,2020,1.591708047654824
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,3,6,0,100,2020,1.6111128458298452
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,4,2,2,1000,2021,1.558150666405149
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,3,3,3,100,2020,1.8197023014569786
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,9,0,0,200,2022,1.5363476683935022
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,3,0,0,100,2021,2.1516583861446748
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,6,1,5,1000,2020,1.5100966589912215
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,2,5,4,2000,2020,1.530817630931709
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,8,1,4,2000,2022,1.5641869166107
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,6,6,3,2000,2021,1.5080824571999007
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,1,1,3,2000,2022,2.3608326281743808
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,2,0,0,2000,2022,2.3606296951851977
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,2,1,6,1000,2020,2.3607010397115613
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,4,5,8,200,2021,1.5391365831559738
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,1,9,9,100,2021,8.704278883736864
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,7,7,9,1000,2021,1.558763307754479
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,1,4,0,100,2020,9.06077610324737
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,0,0,0,1000,2020,1.5993528327098618
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,11,4,3,7,1000,2021,1.564795562546933
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,9,8,7,100,2021,1.7698696234690297
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,1,2,9,1000,2022,2.3607565588593213
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,4,4,5,100,2020,2.3607265007074627
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,9,8,4,200,2021,1.5672794845441214
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,9,8,7,100,2021,1.6049373149860429
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,6,0,0,100,2022,2.041544723077753
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,9,9,8,2000,2020,1.4737676067644083
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,8,5,7,1000,2022,1.5014552915210675
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,7,4,7,200,2021,1.5428720624986307
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,6,2,7,100,2020,1.7505225128038802
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,3,6,3,100,2021,1.8754240772452468
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,9,4,5,2000,2020,1.4873646634549331
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,5,7,2,200,2022,1.4943150488426942
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,5,5,4,2000,2022,1.573814455091216
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,8,5,4,2000,2022,1.5339308403292446
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,2,2,6,2000,2021,1.5710245093388302
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,8,5,4,0,100,2020,1.748887810651062
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,9,4,1,2000,2021,1.5646368037444796
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,8,2,5,100,2020,1.9039579400638609
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,8,2,4,2000,2021,1.5269313017606787
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,9,0,0,200,2021,1.5430778364518036
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,6,1,4,2000,2021,2.360677782849726
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,7,7,1,4,1000,2020,2.3606204219195006
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,1,4,2,100,2020,7.2486627724410795
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,1,9,9,2000,2020,1.5546329279484616
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,9,3,2,200,2022,2.360714155875808
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,0,0,0,2000,2022,1.5607044193143944
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,7,9,8,1000,2022,1.5163125066490037
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,9,6,8,100,2020,1.6314384672858044
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,4,4,2,200,2021,1.6770330349155578
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,9,1,6,2000,2020,2.360555033931844
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,3,0,0,200,2020,1.5594395324355383
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,4,3,8,1000,2022,1.5454014524792963
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,1,9,5,100,2022,1.637002171287864
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,4,1,4,100,2020,1.8885369467947164
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,3,1,6,1000,2022,1.5911060912088988
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,12,1,7,3,200,2020,1.5504942874733343
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,3,9,5,200,2020,1.5385927481841197
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,2,3,1,1000,2021,2.360621620845583
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,9,2,1,200,2020,2.360661611658812
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,14,1,8,2,2000,2020,2.3606758635888787
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,5,9,5,2000,2020,1.5113234659539847
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,5,1,8,0,2000,2021,1.5577581723600946
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,9,9,2,5,2000,2021,1.6034461917246916
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,6,1,3,9,1000,2021,2.3607565252234934
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,4,9,1,200,2022,5.402512638617674
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,10,0,0,0,100,2022,2.075523540506165
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,5,4,8,2000,2021,1.5095094965482685
4176,8,29.0,1.0,9.931034482758621,3.220002526537276,0.8077193225595822,1.0,0.4180480423150488,abalone.csv,13,8,0,0,200,2022,1.5712268709388015
